model,seed,epoch,loss_type,loss_value
gnn,719,19,train,0.6615001029091486
gnn,719,19,val,0.42706081482941977
gnn,719,20,train,0.6649833583947076
gnn,719,20,val,0.415022182631672
gnn,719,21,train,0.5023576035469749
gnn,719,21,val,0.4625119587563361
gnn,719,22,train,0.48285125267107704
gnn,719,22,val,0.4969312948972344
gnn,719,23,train,0.4149164012351356
gnn,719,23,val,0.46423537173160595
gnn,719,24,train,0.46941392048776254
gnn,719,24,val,0.475719635595392
gnn,719,25,train,0.48623772554815475
gnn,719,25,val,0.4416315250483829
gnn,719,26,train,0.5000296905077184
gnn,719,26,val,0.3723258743663846
gnn,719,27,train,0.39930681136061164
gnn,719,27,val,0.33417527462611335
gnn,719,28,train,0.3407072511090691
gnn,719,28,val,0.39621533434701633
gnn,719,29,train,0.400383216719511
gnn,719,29,val,0.3593902658076896
gnn,719,30,train,0.4402251100262725
gnn,719,30,val,0.41278158865083586
gnn,719,31,train,0.36902350582189164
gnn,719,31,val,0.3902528885715316
gnn,719,32,train,0.39404695712120125
gnn,719,32,val,0.45591339492363414
gnn,719,33,train,0.37492865702136097
gnn,719,33,val,0.3851633887554376
gnn,719,34,train,0.3397241173491388
gnn,719,34,val,0.3540940514856656
gnn,719,35,train,0.3412323476623365
gnn,719,35,val,0.334238091754005
gnn,719,36,train,0.41240042503196367
gnn,719,36,val,0.3180975488630123
gnn,719,37,train,0.34520426718968783
gnn,719,37,val,0.33285050304495756
gnn,719,38,train,0.30890343762389927
gnn,719,38,val,0.3086223596250533
gnn,719,39,train,0.3420822391510323
gnn,719,39,val,0.3367970644079644
gnn,719,40,train,0.30250019925224186
gnn,719,40,val,0.317330513500282
gnn,719,41,train,0.35367106269923976
gnn,719,41,val,0.3382139948470971
gnn,719,42,train,0.34262905028907775
gnn,719,42,val,0.3459376624198564
gnn,719,43,train,0.2981077831151974
gnn,719,43,val,0.3122055419376553
gnn,719,44,train,0.30021612040942536
gnn,719,44,val,0.3251325794455894
gnn,719,45,train,0.3301718821776447
gnn,719,45,val,0.3258872081588559
gnn,719,46,train,0.28213625963587097
gnn,719,46,val,0.32285283863909403
gnn,719,47,train,0.35249142301322123
gnn,719,47,val,0.3137238399222227
gnn,719,48,train,0.3160201191446978
gnn,719,48,val,0.3087168446377071
gnn,719,49,train,0.33986773946417953
gnn,719,49,val,0.3299204462596728
gnn,719,50,train,0.3354429043217775
gnn,719,50,val,0.3296589222903982
gnn,719,51,train,0.32744591703687886
gnn,719,51,val,0.3067163517560499
gnn,719,52,train,0.3052199483338151
gnn,719,52,val,0.32413646348584646
gnn,719,53,train,0.34355475963330606
gnn,719,53,val,0.33257979609588406
gnn,719,54,train,0.3112388054141379
gnn,719,54,val,0.34303427934428465
gnn,719,55,train,0.32286030793084247
gnn,719,55,val,0.2971168322020238
gnn,719,56,train,0.3083260351085721
gnn,719,56,val,0.2965927987509078
gnn,719,57,train,0.33394673518048157
gnn,719,57,val,0.3365320804980164
gnn,719,58,train,0.301539926658539
gnn,719,58,val,0.31353768166248885
gnn,719,59,train,0.3255828995108874
gnn,719,59,val,0.31715377549627277
gnn,719,60,train,0.2940971758980806
gnn,719,60,val,0.32288767722361367
gnn,719,61,train,0.2998276244673652
gnn,719,61,val,0.32532218208533054
gnn,719,62,train,0.31202142061583216
gnn,719,62,val,0.3109621967990662
gnn,719,63,train,0.2846330507957893
gnn,719,63,val,0.3018421327634727
gnn,719,64,train,0.31337610967270924
gnn,719,64,val,0.3312018750781227
gnn,719,65,train,0.2929086151917486
gnn,719,65,val,0.32031571766727396
gnn,719,66,train,0.296347334149587
gnn,719,66,val,0.32903134553076663
gnn,719,67,train,0.2962823500788014
gnn,719,67,val,0.3098709515921502
gnn,719,68,train,0.2986123288219371
gnn,719,68,val,0.3226486126772596
gnn,719,69,train,0.294653107299046
gnn,719,69,val,0.3177246398739181
gnn,719,70,train,0.3068439562723328
gnn,719,70,val,0.3217441652648142
gnn,719,71,train,0.29313263634506265
gnn,719,71,val,0.33338013970208813
gnn,719,72,train,0.31030161697184405
gnn,719,72,val,0.3176919456363482
gnn,719,73,train,0.28586935418433196
gnn,719,73,val,0.31360036406180714
gnn,719,74,train,0.29160008082764216
gnn,719,74,val,0.31749158656443144
gnn,719,75,train,0.3089371148733423
gnn,719,75,val,0.30588795419666404
gnn,719,76,train,0.29263466547638467
gnn,719,76,val,0.31254781329337655
gnn,719,77,train,0.29694954854363037
gnn,719,77,val,0.3029850980674759
gnn,719,78,train,0.30605787566265474
gnn,719,78,val,0.32368067136515
gnn,719,79,train,0.29606587890797864
gnn,719,79,val,0.3198919606698919
gnn,719,80,train,0.2954463525302623
gnn,719,80,val,0.320730172752304
gnn,719,81,train,0.2775371183310322
gnn,719,81,val,0.30317189371236664
gnn,719,82,train,0.29662947289988567
gnn,719,82,val,0.3214943681216702
gnn,719,83,train,0.28292329470134736
gnn,719,83,val,0.3087533043947906
gnn,719,84,train,0.2910213875716141
gnn,719,84,val,0.30725828581739917
gnn,719,85,train,0.3056326356574965
gnn,719,85,val,0.3096304282187549
gnn,719,86,train,0.2997098859370006
gnn,719,86,val,0.30853795241346293
gnn,719,87,train,0.29782141102684645
gnn,719,87,val,0.30460544705929676
gnn,719,88,train,0.29639962150160304
gnn,719,88,val,0.30736739455710194
gnn,719,89,train,0.3054961827998418
gnn,719,89,val,0.31230229476461013
gnn,719,90,train,0.2911964700747189
gnn,719,90,val,0.3174789975527919
gnn,719,91,train,0.29397472255178103
gnn,719,91,val,0.30853762003734037
gnn,719,92,train,0.28912498383852375
gnn,719,92,val,0.3161653609727018
gnn,719,93,train,0.304562271333188
gnn,719,93,val,0.3132321601933091
gnn,719,94,train,0.29871851852386755
gnn,719,94,val,0.3182329892888943
gnn,719,95,train,0.2902326479302637
gnn,719,95,val,0.31183551260770437
gnn,719,96,train,0.2984290374960764
gnn,719,96,val,0.3111502963715823
gnn,719,97,train,0.28862824550849026
gnn,719,97,val,0.31027680633193333
gnn,719,98,train,0.29187510519728593
gnn,719,98,val,0.3119791536864792
gnn,719,99,train,0.2889383115451771
gnn,719,99,val,0.31826433967776036
gnn,719,100,train,0.2937970432451741
gnn,719,100,val,0.31897767327571774
gnn,881,1,train,1.0356025157787387
gnn,881,1,val,0.9194943374879929
gnn,881,2,train,1.1053658665223935
gnn,881,2,val,1.018199968734796
gnn,881,3,train,1.0371554708047694
gnn,881,3,val,0.7969741334948826
gnn,881,4,train,1.0384756737752607
gnn,881,4,val,0.9010645776066287
gnn,881,5,train,1.0165948354494307
gnn,881,5,val,0.7566512694549645
gnn,881,6,train,0.9456305278362493
gnn,881,6,val,0.7910533224905277
gnn,881,7,train,0.829124581744992
gnn,881,7,val,0.7448659360165077
gnn,881,8,train,0.8005718036407345
gnn,881,8,val,0.7003165461598831
gnn,881,9,train,0.6466962730957442
gnn,881,9,val,0.6064077935328139
gnn,881,10,train,0.6252305998084268
gnn,881,10,val,0.4642432790114621
gnn,881,11,train,0.6387763824701362
gnn,881,11,val,0.5793555831924994
gnn,881,12,train,0.7570034303346345
gnn,881,12,val,0.5461638671897139
gnn,881,13,train,0.5796009424039872
gnn,881,13,val,0.4884591187570419
gnn,881,14,train,0.6227184772968382
gnn,881,14,val,0.5522998129037603
gnn,881,15,train,0.5840614254448928
gnn,881,15,val,0.5750616870211781
gnn,881,16,train,0.6106915904392777
gnn,881,16,val,0.47448403128226113
gnn,881,17,train,0.5561727885813367
gnn,881,17,val,0.38911638190841635
gnn,881,18,train,0.49541058371725166
gnn,881,18,val,0.5208721333201588
gnn,881,19,train,0.439554326397052
gnn,881,19,val,0.4410429111342648
gnn,881,20,train,0.3408751591283513
gnn,881,20,val,0.4499576763956445
gnn,881,21,train,0.39706363444490883
gnn,881,21,val,0.4452652730991932
gnn,881,22,train,0.4732222698195746
gnn,881,22,val,0.3480993949837182
gnn,881,23,train,0.38958812659025227
gnn,881,23,val,0.41565812141868586
gnn,881,24,train,0.45575489392593616
gnn,881,24,val,0.39991990829026136
gnn,881,25,train,0.4351448113045745
gnn,881,25,val,0.41785777634008264
gnn,881,26,train,0.3452988595125357
gnn,881,26,val,0.3367670624156214
gnn,881,27,train,0.3802900686122296
gnn,881,27,val,0.39337865453757975
gnn,881,28,train,0.3446025979189057
gnn,881,28,val,0.41204166063899705
gnn,881,29,train,0.29981241377024126
gnn,881,29,val,0.4073891469623461
gnn,881,30,train,0.38385076053364614
gnn,881,30,val,0.3462931819058768
gnn,881,31,train,0.3820612392055258
gnn,881,31,val,0.3516223692348831
gnn,881,32,train,0.37133785343376
gnn,881,32,val,0.2560474648116028
gnn,881,33,train,0.40306730320885276
gnn,881,33,val,0.3690355560125419
gnn,881,34,train,0.2888509285231215
gnn,881,34,val,0.3702537802600538
gnn,881,35,train,0.3355340444463336
gnn,881,35,val,0.31270130177853084
gnn,881,36,train,0.3135997510909435
gnn,881,36,val,0.3426540667142692
gnn,881,37,train,0.3636404714517446
gnn,881,37,val,0.3316118907696577
gnn,881,38,train,0.28616550392874995
gnn,881,38,val,0.34002584771346056
gnn,881,39,train,0.3203271460893138
gnn,881,39,val,0.3387149700654787
gnn,881,40,train,0.32912827073803863
gnn,881,40,val,0.33747571645000607
gnn,881,41,train,0.3288511223810902
gnn,881,41,val,0.3298232029018098
gnn,881,42,train,0.338865513374235
gnn,881,42,val,0.33657548451006214
gnn,881,43,train,0.31070957347664885
gnn,881,43,val,0.30464801491767984
gnn,881,44,train,0.32375268504497673
gnn,881,44,val,0.3042973545806443
gnn,881,45,train,0.29774041776469906
gnn,881,45,val,0.3261205090370274
gnn,881,46,train,0.314746964894938
gnn,881,46,val,0.3340567392303413
gnn,881,47,train,0.28199187049453966
gnn,881,47,val,0.3080825533832977
gnn,881,48,train,0.285986749866474
gnn,881,48,val,0.30353859190020854
gnn,881,49,train,0.30740869232389634
gnn,881,49,val,0.2919982490670739
gnn,881,50,train,0.3105844948899296
gnn,881,50,val,0.32786878041797424
gnn,881,51,train,0.30847602656437123
gnn,881,51,val,0.3018811681521373
gnn,881,52,train,0.30204318978503625
gnn,881,52,val,0.33027699704318186
gnn,881,53,train,0.29274738390628047
gnn,881,53,val,0.31711716676161195
gnn,881,54,train,0.3366566741142828
gnn,881,54,val,0.29820354113985253
gnn,881,55,train,0.30569181317035504
gnn,881,55,val,0.32061086360508567
gnn,881,56,train,0.30420871914513953
gnn,881,56,val,0.3172172030133331
gnn,881,57,train,0.26230364815505874
gnn,881,57,val,0.32766469008753574
gnn,881,58,train,0.28774006178866535
gnn,881,58,val,0.31044668295969996
gnn,881,59,train,0.30275762237368176
gnn,881,59,val,0.32532372112049407
gnn,881,60,train,0.2796704580024807
gnn,881,60,val,0.3305198042697316
gnn,881,61,train,0.2750186281701756
gnn,881,61,val,0.2999024325529255
gnn,881,62,train,0.27835211965177903
gnn,881,62,val,0.29923807794383916
gnn,881,63,train,0.29640423794246357
gnn,881,63,val,0.3056782940881566
gnn,881,64,train,0.2769395215574723
gnn,881,64,val,0.3095230344560314
gnn,881,65,train,0.27532853507816035
gnn,881,65,val,0.30772565884084235
gnn,881,66,train,0.2921115805755083
gnn,881,66,val,0.3106590811095265
gnn,881,67,train,0.2606880714046618
gnn,881,67,val,0.298622127618761
gnn,881,68,train,0.2771865588345165
gnn,881,68,val,0.3131132376806412
gnn,881,69,train,0.2915418595231049
gnn,881,69,val,0.3071430748143963
gnn,881,70,train,0.26897537702221136
gnn,881,70,val,0.30865893574971237
gnn,881,71,train,0.2751018609201311
gnn,881,71,val,0.30013896037043514
gnn,881,72,train,0.29047656737902655
gnn,881,72,val,0.3076494806466746
gnn,881,73,train,0.2862492167331391
gnn,881,73,val,0.3059779821083838
gnn,881,74,train,0.2741053376675372
gnn,881,74,val,0.3090921309023277
gnn,881,75,train,0.26778920938928585
gnn,881,75,val,0.29410760989609924
gnn,881,76,train,0.28346747754393875
gnn,881,76,val,0.3004644931717043
gnn,881,77,train,0.28507834516726593
gnn,881,77,val,0.3064215694187036
gnn,881,78,train,0.27831325363751014
gnn,881,78,val,0.31400879704337564
gnn,881,79,train,0.2964515453404149
gnn,881,79,val,0.30299568222741635
gnn,881,80,train,0.28556538967167916
gnn,881,80,val,0.3060691145537132
gnn,881,81,train,0.28066845890104575
gnn,881,81,val,0.3140970531894998
gnn,881,82,train,0.2898717185056033
gnn,881,82,val,0.30726476601713326
gnn,881,83,train,0.2838673044864139
gnn,881,83,val,0.3130319272912499
gnn,881,84,train,0.28292958682004854
gnn,881,84,val,0.32059590309985536
gnn,881,85,train,0.28466048669079685
gnn,881,85,val,0.3093531503170693
gnn,881,86,train,0.29591747873482277
gnn,881,86,val,0.3141473864868332
gnn,881,87,train,0.28034882674258976
gnn,881,87,val,0.31230885156323734
gnn,881,88,train,0.2800914960962659
gnn,881,88,val,0.308614087450037
gnn,881,89,train,0.27750674575204953
gnn,881,89,val,0.3111289469588378
gnn,881,90,train,0.2860237233152711
gnn,881,90,val,0.3150381167863169
gnn,881,91,train,0.2736039466142097
gnn,881,91,val,0.31893576874066587
gnn,881,92,train,0.2868200943724916
gnn,881,92,val,0.3079757763575036
gnn,881,93,train,0.28962489501661515
gnn,881,93,val,0.3035448465589776
gnn,881,94,train,0.27685235460242213
gnn,881,94,val,0.3102500209459954
gnn,881,95,train,0.2796400923620485
gnn,881,95,val,0.3067447199900686
gnn,881,96,train,0.28322687402034524
gnn,881,96,val,0.31110087254627256
gnn,881,97,train,0.2779417799033281
gnn,881,97,val,0.3140077661945306
gnn,881,98,train,0.28208772864103937
gnn,881,98,val,0.30467844166357877
gnn,881,99,train,0.27642413487405076
gnn,881,99,val,0.3120848408974463
gnn,881,100,train,0.27799276899019004
gnn,881,100,val,0.31680893273227795
gnn,997,1,train,1.3693085363432715
gnn,997,1,val,1.001618202735403
gnn,997,2,train,1.3299369634442004
gnn,997,2,val,0.9042156668239888
gnn,997,3,train,1.1992460511880823
gnn,997,3,val,0.8489993108457355
gnn,997,4,train,1.0946750647280923
gnn,997,4,val,0.8457610955361019
gnn,997,5,train,0.930929366163873
gnn,997,5,val,0.7059466948566416
gnn,997,6,train,0.943821220828695
gnn,997,6,val,0.6793395980559513
gnn,997,7,train,1.0485366613938492
gnn,997,7,val,0.6672237619984324
gnn,997,8,train,0.9996138502082961
gnn,997,8,val,0.6732206722573277
gnn,997,9,train,0.7714562515116986
gnn,997,9,val,0.5889509381015842
gnn,997,10,train,0.8043250668309666
gnn,997,10,val,0.6967693296272693
gnn,997,11,train,0.819463001861071
gnn,997,11,val,0.593485429808018
gnn,997,12,train,0.7819831932674638
gnn,997,12,val,0.6153060239428109
gnn,997,13,train,0.6345100473024349
gnn,997,13,val,0.5354607337046302
gnn,997,14,train,0.6373759826443991
gnn,997,14,val,0.5055552800962422
gnn,997,15,train,0.5217196791363494
gnn,997,15,val,0.5081599000756395
gnn,997,16,train,0.5289061579875558
gnn,997,16,val,0.5005928674002028
gnn,997,17,train,0.5063141438248111
gnn,997,17,val,0.42549463914280766
gnn,997,18,train,0.5651795858085655
gnn,997,18,val,0.5091446335579576
gnn,997,19,train,0.5882292429071051
gnn,997,19,val,0.42413514019050713
gnn,997,20,train,0.4790765046030467
gnn,997,20,val,0.4274097221892435
gnn,997,21,train,0.46699085763771475
gnn,997,21,val,0.4687641626405311
gnn,997,22,train,0.45658631070953115
gnn,997,22,val,0.4028611143514226
gnn,997,23,train,0.42320365022241296
gnn,997,23,val,0.48752482490461563
gnn,997,24,train,0.40919589957786673
gnn,997,24,val,0.3141424447305269
gnn,997,25,train,0.43193660757157143
gnn,997,25,val,0.4191152775545887
gnn,997,26,train,0.4572459887417166
gnn,997,26,val,0.41150637735249646
gnn,997,27,train,0.4197590565080331
gnn,997,27,val,0.39647587296894327
gnn,997,28,train,0.39067678397394545
gnn,997,28,val,0.36508804937333017
gnn,997,29,train,0.38817185245696706
gnn,997,29,val,0.4065888541869782
gnn,997,30,train,0.4240192463629031
gnn,997,30,val,0.34757331108573963
gnn,997,31,train,0.2928428545499656
gnn,997,31,val,0.3175132885757069
gnn,997,32,train,0.3862622979271834
gnn,997,32,val,0.35406653424848583
gnn,997,33,train,0.2889879901046533
gnn,997,33,val,0.3139477171096577
gnn,997,34,train,0.31327910830361394
gnn,997,34,val,0.3187276723545042
gnn,997,35,train,0.3494465030193056
gnn,997,35,val,0.37422686907423214
gnn,997,36,train,0.37192267898076403
gnn,997,36,val,0.36718712676819887
gnn,997,37,train,0.35000619381964493
gnn,997,37,val,0.28777560362728527
gnn,997,38,train,0.32405334294927823
gnn,997,38,val,0.3265372131839456
gnn,997,39,train,0.3426594059180338
gnn,997,39,val,0.35557408975002686
gnn,997,40,train,0.28939778756668105
gnn,997,40,val,0.32782276867141885
gnn,997,41,train,0.35664313224762106
gnn,997,41,val,0.3722991817518434
gnn,997,42,train,0.325339993547192
gnn,997,42,val,0.3605418831290713
gnn,997,43,train,0.3054360472767688
gnn,997,43,val,0.3553813711752727
gnn,997,44,train,0.3037183773738756
gnn,997,44,val,0.33180174304326476
gnn,997,45,train,0.3180575304290947
gnn,997,45,val,0.31404724510580845
gnn,997,46,train,0.3140207476937281
gnn,997,46,val,0.3366072122496465
gnn,997,47,train,0.29239988927840915
gnn,997,47,val,0.30149309149886705
gnn,997,48,train,0.31416088054148095
gnn,997,48,val,0.32863363565345155
gnn,997,49,train,0.30978159120415366
gnn,997,49,val,0.3187903219094215
gnn,997,50,train,0.29616941072349934
gnn,997,50,val,0.3186174985170937
gnn,997,51,train,0.27558345247317384
gnn,997,51,val,0.29835618686426335
gnn,997,52,train,0.2880291602885623
gnn,997,52,val,0.3572317437062509
gnn,997,53,train,0.30154572017181874
gnn,997,53,val,0.325007700048063
gnn,997,54,train,0.3162926891507727
gnn,997,54,val,0.31403200612324683
gnn,997,55,train,0.3031290274164677
gnn,997,55,val,0.29741004686317274
gnn,997,56,train,0.29710071985653136
gnn,997,56,val,0.29954392441817185
gnn,997,57,train,0.29753702063591214
gnn,997,57,val,0.31728723661191705
gnn,997,58,train,0.3019578918711672
gnn,997,58,val,0.3511267137817018
gnn,997,59,train,0.31629726370005523
gnn,997,59,val,0.31060937100240776
gnn,997,60,train,0.27187257268903986
gnn,997,60,val,0.32054401370108043
gnn,997,61,train,0.28895202565583417
gnn,997,61,val,0.3185263547337204
gnn,997,62,train,0.30069337792540535
gnn,997,62,val,0.314668772078954
gnn,997,63,train,0.3024249282338799
gnn,997,63,val,0.29564617914877955
gnn,997,64,train,0.29911901781333466
gnn,997,64,val,0.3085948533958699
gnn,997,65,train,0.29844188191777404
gnn,997,65,val,0.30989413078036343
gnn,997,66,train,0.3218726585222823
gnn,997,66,val,0.3165561440382678
gnn,997,67,train,0.2839599089499445
gnn,997,67,val,0.33126901743368536
gnn,997,68,train,0.30825849000535516
gnn,997,68,val,0.3086488965563828
gnn,997,69,train,0.2862435452314007
gnn,997,69,val,0.2980734458939325
gnn,997,70,train,0.2911871163070898
gnn,997,70,val,0.32766339768666675
gnn,997,71,train,0.30658924010462535
gnn,997,71,val,0.30725523845791797
gnn,997,72,train,0.30049603803805913
gnn,997,72,val,0.3130676588707282
gnn,997,73,train,0.2924284461296741
gnn,997,73,val,0.31438796250391066
gnn,997,74,train,0.30162723939322983
gnn,997,74,val,0.29640786555434573
gnn,997,75,train,0.2955308634742566
gnn,997,75,val,0.3236913060481001
gnn,997,76,train,0.2908183637271808
gnn,997,76,val,0.31845597511539525
gnn,997,77,train,0.2904280202322148
gnn,997,77,val,0.3168754820831156
gnn,997,78,train,0.3020646528992654
gnn,997,78,val,0.3178493830723525
gnn,997,79,train,0.30055676325968667
gnn,997,79,val,0.3252533905111892
gnn,997,80,train,0.30531674727482583
gnn,997,80,val,0.32500158619105746
gnn,997,81,train,0.29982948680960775
gnn,997,81,val,0.31441053805914376
gnn,997,82,train,0.29158647065814386
gnn,997,82,val,0.3162418107959795
gnn,997,83,train,0.29330585840191925
gnn,997,83,val,0.32762411035526723
gnn,997,84,train,0.2910548015117371
gnn,997,84,val,0.31957722897520513
gnn,997,85,train,0.28814137086246255
gnn,997,85,val,0.32021161786498537
gnn,997,86,train,0.28718971363169116
gnn,997,86,val,0.31189581231457714
gnn,997,87,train,0.29520061645869866
gnn,997,87,val,0.3060707016726069
gnn,997,88,train,0.2947556891223701
gnn,997,88,val,0.3129189648635775
gnn,997,89,train,0.2921285302558217
gnn,997,89,val,0.3137103365661794
gnn,997,90,train,0.29154361837331316
gnn,997,90,val,0.3278554859319357
gnn,997,91,train,0.2862459240175731
gnn,997,91,val,0.32188202786789444
gnn,997,92,train,0.2890254517855461
gnn,997,92,val,0.3176077364044331
gnn,997,93,train,0.2874293091652742
gnn,997,93,val,0.3147993537739272
gnn,997,94,train,0.2972620668053914
gnn,997,94,val,0.3146309972593871
gnn,997,95,train,0.29355665379105733
gnn,997,95,val,0.3219535812195077
gnn,997,96,train,0.29363424575473074
gnn,997,96,val,0.324391242223512
gnn,997,97,train,0.2997939675950333
gnn,997,97,val,0.3156390258724746
gnn,997,98,train,0.29791064892737085
gnn,997,98,val,0.3098393291223873
gnn,997,99,train,0.29486281193897884
gnn,997,99,val,0.3136751818273606
gnn,997,100,train,0.29761501486923725
gnn,997,100,val,0.3175193659786698
transformer,13,1,train,1.6647454764950114
transformer,13,1,val,1.1524749835585117
transformer,13,2,train,1.6168477919404447
transformer,13,2,val,1.0345505204381866
transformer,13,3,train,1.7433804843060174
transformer,13,3,val,1.029547162402615
transformer,13,4,train,1.5510822203996808
transformer,13,4,val,0.9542607469857054
transformer,13,5,train,1.3231151185125098
transformer,13,5,val,0.8645358551185314
transformer,13,6,train,1.380639453938953
transformer,13,6,val,0.7834826951720621
transformer,13,7,train,1.2719944611034886
transformer,13,7,val,0.9243756931836403
transformer,13,8,train,1.185842789009036
transformer,13,8,val,0.8003004284091931
transformer,13,9,train,1.0943288342573263
transformer,13,9,val,0.7161751611333643
transformer,13,10,train,1.0880872116053664
transformer,13,10,val,0.6405049478607433
transformer,13,11,train,1.0990408348721625
transformer,13,11,val,0.5859052099476927
transformer,13,12,train,1.1017358845619423
transformer,13,12,val,0.7106169218578112
transformer,13,13,train,1.0234763934521915
transformer,13,13,val,0.6810925821905721
transformer,13,14,train,0.8874359508930282
transformer,13,14,val,0.6163564408971849
transformer,13,15,train,0.8915355940024575
transformer,13,15,val,0.5469941044380346
transformer,13,16,train,0.7992534048109098
transformer,13,16,val,0.5245147931415428
transformer,13,17,train,0.8328684108088452
transformer,13,17,val,0.5128003747451639
transformer,13,18,train,0.820425471883291
transformer,13,18,val,0.614184547359463
transformer,13,19,train,0.7621711931765027
transformer,13,19,val,0.4857081245977062
transformer,13,20,train,0.8069275320767119
transformer,13,20,val,0.5674722209710691
transformer,13,21,train,0.7138497858812862
transformer,13,21,val,0.5210273338850784
transformer,13,22,train,0.6583703363309018
transformer,13,22,val,0.5601078551731515
transformer,13,23,train,0.6612461500813178
transformer,13,23,val,0.4767645532557089
transformer,13,24,train,0.6368843720083108
transformer,13,24,val,0.4971974498161904
transformer,13,25,train,0.629898655487094
transformer,13,25,val,0.5076613515597075
transformer,13,26,train,0.5883118325045564
transformer,13,26,val,0.4580803537293154
transformer,13,27,train,0.5334709892260999
transformer,13,27,val,0.4376083339361367
transformer,13,28,train,0.5899002844076446
transformer,13,28,val,0.42020070425880984
transformer,13,29,train,0.5465640832678436
transformer,13,29,val,0.45434196120945136
transformer,13,30,train,0.5222537628893593
transformer,13,30,val,0.35424562936754533
transformer,13,31,train,0.4494012569746332
transformer,13,31,val,0.4378776557135075
transformer,13,32,train,0.48977474008240596
transformer,13,32,val,0.3505354769559851
transformer,13,33,train,0.46929465839385376
transformer,13,33,val,0.42186906448784167
transformer,13,34,train,0.46993219232383765
transformer,13,34,val,0.37479926509447553
transformer,13,35,train,0.43902244441901417
transformer,13,35,val,0.38083924389930013
transformer,13,36,train,0.46120015298993794
transformer,13,36,val,0.3762463332758626
transformer,13,37,train,0.4216533241118335
transformer,13,37,val,0.3925692422556422
transformer,13,38,train,0.41661765197071904
transformer,13,38,val,0.38599184498775374
transformer,13,39,train,0.42531164180929576
transformer,13,39,val,0.36080745330632236
transformer,13,40,train,0.4111317790534613
transformer,13,40,val,0.36310344714984016
transformer,13,41,train,0.4500062213250801
transformer,13,41,val,0.3753688583248855
transformer,13,42,train,0.40697341386032415
transformer,13,42,val,0.3615200178268221
transformer,13,43,train,0.38654269675278297
transformer,13,43,val,0.3482285943852581
transformer,13,44,train,0.38284205270070937
transformer,13,44,val,0.3511079081564869
transformer,13,45,train,0.40093977941089537
transformer,13,45,val,0.34943684765996547
transformer,13,46,train,0.3548903143757609
transformer,13,46,val,0.36505540910772527
transformer,13,47,train,0.38097129238681293
transformer,13,47,val,0.35877261362139284
transformer,13,48,train,0.3663646362430353
transformer,13,48,val,0.33566279050041375
transformer,13,49,train,0.31265987797653294
transformer,13,49,val,0.3472357660472922
transformer,13,50,train,0.3372176556383822
transformer,13,50,val,0.3598823141036361
transformer,13,51,train,0.34732609825745797
transformer,13,51,val,0.3390205198003464
transformer,13,52,train,0.29945777354238423
transformer,13,52,val,0.32467477498958713
transformer,13,53,train,0.3169977967071172
transformer,13,53,val,0.3360064144175729
transformer,13,54,train,0.3110437364265409
transformer,13,54,val,0.3306586728458196
transformer,13,55,train,0.308928462945926
transformer,13,55,val,0.31549440332344725
transformer,13,56,train,0.33397121170408617
transformer,13,56,val,0.3129084845891563
transformer,13,57,train,0.30736612173966876
transformer,13,57,val,0.3144605968220328
transformer,13,58,train,0.30652076903382736
transformer,13,58,val,0.3107080356081485
transformer,13,59,train,0.32377516508515275
transformer,13,59,val,0.3135153797021352
transformer,13,60,train,0.29491181749832707
transformer,13,60,val,0.3187968718422349
transformer,13,61,train,0.29694233258926966
transformer,13,61,val,0.3074698979543527
transformer,13,62,train,0.2775734797146475
transformer,13,62,val,0.3232020125918864
transformer,13,63,train,0.2998294654369098
transformer,13,63,val,0.32511695376288774
transformer,13,64,train,0.28558078136489407
transformer,13,64,val,0.3229877748162882
transformer,13,65,train,0.28620808795611036
transformer,13,65,val,0.3202583019207113
transformer,13,66,train,0.2950787923595283
transformer,13,66,val,0.338924752755031
transformer,13,67,train,0.3020307449078668
transformer,13,67,val,0.30046889896824397
transformer,13,68,train,0.2911201355251998
transformer,13,68,val,0.3058014265438938
transformer,13,69,train,0.28792546588359014
transformer,13,69,val,0.3154802028210754
transformer,13,70,train,0.27201303910129043
transformer,13,70,val,0.3068439736754594
transformer,13,71,train,0.27540443855511765
transformer,13,71,val,0.3108992061454163
transformer,13,72,train,0.28868082356236974
transformer,13,72,val,0.3020742726698664
transformer,13,73,train,0.28387062286138914
transformer,13,73,val,0.30764239623761497
transformer,13,74,train,0.2760072436532461
transformer,13,74,val,0.3126835298798012
transformer,13,75,train,0.2796526243998046
transformer,13,75,val,0.3097939090655028
transformer,13,76,train,0.26434919193085904
transformer,13,76,val,0.31616276356439893
transformer,13,77,train,0.25609186862236233
transformer,13,77,val,0.2953053415505794
transformer,13,78,train,0.272534677803966
transformer,13,78,val,0.2976804985605352
transformer,13,79,train,0.26857195092222047
transformer,13,79,val,0.30832518955768495
transformer,13,80,train,0.268467217040332
transformer,13,80,val,0.30448888632631727
transformer,13,81,train,0.26610135816608776
transformer,13,81,val,0.2918148692852245
transformer,13,82,train,0.27456736063656634
transformer,13,82,val,0.2898661168043006
transformer,13,83,train,0.2694194750084462
transformer,13,83,val,0.29351702341546904
transformer,13,84,train,0.28126800826427706
transformer,13,84,val,0.30746594557296814
transformer,13,85,train,0.257605854303893
transformer,13,85,val,0.3065062463546217
transformer,13,86,train,0.2611817649509379
transformer,13,86,val,0.3005664169925067
transformer,13,87,train,0.2705944100861423
